entry_time,exit_time,side,entry_price,exit_price,pnl_points,pnl_dollar,commission,fold
2025-10-22 11:15:00+00:00,2025-10-22 12:30:00+00:00,SHORT,25486.853091439603,25491.38459736079,-4.53,-10.48,1.42,6
2025-10-22 12:30:00+00:00,2025-10-22 12:45:00+00:00,LONG,25491.38459736079,25492.075673027684,0.69,-0.04,1.42,6
2025-10-22 12:45:00+00:00,2025-10-22 19:15:00+00:00,SHORT,25492.075673027684,25255.51548415611,236.56,471.7,1.42,6
2025-10-22 19:15:00+00:00,2025-10-22 20:30:00+00:00,LONG,25255.51548415611,25281.133527067308,25.62,49.82,1.42,6
2025-10-22 20:30:00+00:00,2025-10-22 22:15:00+00:00,SHORT,25281.133527067308,25269.53140018949,11.6,21.78,1.42,6
2025-10-22 22:15:00+00:00,2025-10-22 23:00:00+00:00,LONG,25269.53140018949,25279.56967023431,10.04,18.66,1.42,6
2025-10-22 23:00:00+00:00,2025-10-22 23:15:00+00:00,SHORT,25279.56967023431,25288.656575364555,-9.09,-19.59,1.42,6
2025-10-22 23:15:00+00:00,2025-10-23 00:15:00+00:00,LONG,25288.656575364555,25287.659112430676,-1.0,-3.41,1.42,6
2025-10-23 00:15:00+00:00,2025-10-23 01:00:00+00:00,SHORT,25287.659112430676,25307.630537143952,-19.97,-41.36,1.42,6
2025-10-23 01:00:00+00:00,2025-10-23 04:15:00+00:00,LONG,25307.630537143952,25350.873241437635,43.24,85.07,1.42,6
2025-10-23 04:15:00+00:00,2025-10-23 05:00:00+00:00,SHORT,25350.873241437635,25349.199976947228,1.67,1.93,1.42,6
2025-10-23 05:00:00+00:00,2025-10-23 06:15:00+00:00,LONG,25349.199976947228,25341.476357581367,-7.72,-16.87,1.42,6
2025-10-23 06:15:00+00:00,2025-10-23 13:00:00+00:00,SHORT,25341.476357581367,25269.62606129803,71.85,142.28,1.42,6
2025-10-23 13:00:00+00:00,2025-10-23 15:45:00+00:00,LONG,25269.62606129803,25438.336037797544,168.71,336.0,1.42,6
2025-10-23 15:45:00+00:00,2025-10-23 16:00:00+00:00,SHORT,25438.336037797544,25440.457771925972,-2.12,-5.66,1.42,6
2025-10-23 16:00:00+00:00,2025-10-24 12:45:00+00:00,LONG,25440.457771925972,25692.76145728527,252.3,503.19,1.42,6
2025-10-24 12:45:00+00:00,2025-10-24 13:00:00+00:00,SHORT,25692.76145728527,25707.2772841592,-14.52,-30.45,1.42,6
2025-10-24 13:00:00+00:00,2025-10-24 15:00:00+00:00,LONG,25707.2772841592,25760.30385181675,53.03,104.63,1.42,6
2025-10-24 15:00:00+00:00,2025-10-24 15:30:00+00:00,SHORT,25760.30385181675,25778.449358999846,-18.15,-37.71,1.42,6
2025-10-24 15:30:00+00:00,2025-10-24 19:45:00+00:00,LONG,25778.449358999846,25809.954180535064,31.5,61.59,1.42,6
2025-10-24 19:45:00+00:00,2025-10-24 20:00:00+00:00,SHORT,25809.954180535064,25806.086179032627,3.87,6.32,1.42,6
2025-10-24 20:00:00+00:00,2025-10-24 20:45:00+00:00,LONG,25806.086179032627,25815.18274132376,9.1,16.77,1.42,6
2025-10-24 20:45:00+00:00,2025-10-26 22:00:00+00:00,SHORT,25815.18274132376,25920.605378431814,-105.42,-212.27,1.42,6
2025-10-26 22:00:00+00:00,2025-10-26 23:45:00+00:00,LONG,25920.605378431814,25968.146662160332,47.54,93.66,1.42,6
2025-10-26 23:45:00+00:00,2025-10-27 01:00:00+00:00,SHORT,25968.146662160332,25960.406797906424,7.74,14.06,1.42,6
2025-10-27 01:00:00+00:00,2025-10-27 15:00:00+00:00,LONG,25960.406797906424,26128.472030790806,168.07,334.71,1.42,6
2025-10-27 15:00:00+00:00,2025-10-27 16:00:00+00:00,SHORT,26128.472030790806,26143.232847753778,-14.76,-30.94,1.42,6
2025-10-27 16:00:00+00:00,2025-10-27 16:45:00+00:00,LONG,26143.232847753778,26155.3360706484,12.1,22.79,1.42,6
2025-10-27 16:45:00+00:00,2025-10-27 17:00:00+00:00,SHORT,26155.3360706484,26159.32579469582,-3.99,-9.4,1.42,6
2025-10-27 17:00:00+00:00,2025-10-27 20:00:00+00:00,LONG,26159.32579469582,26215.67483855971,56.35,111.28,1.42,6
2025-10-27 20:00:00+00:00,2025-10-27 20:15:00+00:00,SHORT,26215.67483855971,26222.25404506484,-6.58,-14.58,1.42,6
2025-10-27 20:15:00+00:00,2025-10-27 20:45:00+00:00,LONG,26222.25404506484,26231.23763230503,8.98,16.55,1.42,6
2025-10-27 20:45:00+00:00,2025-10-27 22:15:00+00:00,SHORT,26231.23763230503,26236.10483070779,-4.87,-11.15,1.42,6
2025-10-27 22:15:00+00:00,2025-10-27 23:00:00+00:00,LONG,26236.10483070779,26240.11852279413,4.01,6.61,1.42,6
2025-10-27 23:00:00+00:00,2025-10-27 23:15:00+00:00,SHORT,26240.11852279413,26239.929701221106,0.19,-1.04,1.42,6
2025-10-27 23:15:00+00:00,2025-10-28 00:45:00+00:00,LONG,26239.929701221106,26238.429919662245,-1.5,-4.42,1.42,6
2025-10-28 00:45:00+00:00,2025-10-28 01:00:00+00:00,SHORT,26238.429919662245,26236.663303648627,1.77,2.11,1.42,6
2025-10-28 01:00:00+00:00,2025-10-28 01:15:00+00:00,LONG,26236.663303648627,26234.44234282181,-2.22,-5.86,1.42,6
2025-10-28 01:15:00+00:00,2025-10-28 07:00:00+00:00,SHORT,26234.44234282181,26212.63663431675,21.81,42.19,1.42,6
2025-10-28 07:00:00+00:00,2025-10-28 15:30:00+00:00,LONG,26212.63663431675,26323.279169114852,110.64,219.87,1.42,6
2025-10-28 15:30:00+00:00,2025-10-28 15:45:00+00:00,SHORT,26323.279169114852,26329.36965621153,-6.09,-13.6,1.42,6
2025-10-28 15:45:00+00:00,2025-10-28 16:00:00+00:00,LONG,26329.36965621153,26337.254502435615,7.88,14.35,1.42,6
2025-10-28 16:00:00+00:00,2025-10-28 16:30:00+00:00,SHORT,26337.254502435615,26359.09132263718,-21.84,-45.09,1.42,6
2025-10-28 16:30:00+00:00,2025-10-28 16:45:00+00:00,LONG,26359.09132263718,26370.18307232162,11.09,20.76,1.42,6
2025-10-28 16:45:00+00:00,2025-10-28 22:15:00+00:00,SHORT,26370.18307232162,26399.250367456392,-29.07,-59.55,1.42,6
2025-10-28 22:15:00+00:00,2025-10-29 00:30:00+00:00,LONG,26399.250367456392,26426.32648023269,27.08,52.73,1.42,6
2025-10-29 00:30:00+00:00,2025-10-29 01:00:00+00:00,SHORT,26426.32648023269,26436.009611028425,-9.68,-20.79,1.42,6
2025-10-29 01:00:00+00:00,2025-10-29 02:15:00+00:00,LONG,26436.009611028425,26470.7943742366,34.78,68.15,1.42,6
2025-10-29 02:15:00+00:00,2025-10-29 03:15:00+00:00,SHORT,26470.7943742366,26484.338450528398,-13.54,-28.51,1.42,6
2025-10-29 03:15:00+00:00,2025-10-29 08:30:00+00:00,LONG,26484.338450528398,26531.789899564454,47.45,93.48,1.42,6
2025-10-29 08:30:00+00:00,2025-10-29 08:45:00+00:00,SHORT,26531.789899564454,26530.557744791833,1.23,1.04,1.42,6
2025-10-29 08:45:00+00:00,2025-10-29 09:30:00+00:00,LONG,26530.557744791833,26524.470579114215,-6.09,-13.59,1.42,6
2025-10-29 09:30:00+00:00,2025-10-29 11:15:00+00:00,SHORT,26524.470579114215,26529.817000002084,-5.35,-12.11,1.42,6
2025-10-29 11:15:00+00:00,2025-10-29 12:00:00+00:00,LONG,26529.817000002084,26524.29668291255,-5.52,-12.46,1.42,6
2025-10-29 12:00:00+00:00,2025-10-29 13:30:00+00:00,SHORT,26524.29668291255,26524.64452435665,-0.35,-2.12,1.42,6
2025-10-29 13:30:00+00:00,2025-10-29 14:45:00+00:00,LONG,26524.64452435665,26523.635715279877,-1.01,-3.44,1.42,6
2025-10-29 14:45:00+00:00,2025-10-29 17:30:00+00:00,SHORT,26523.635715279877,26505.555680781923,18.08,34.74,1.42,7
2025-10-29 17:30:00+00:00,2025-10-29 18:00:00+00:00,LONG,26505.555680781923,26498.545558918308,-7.01,-15.44,1.42,7
2025-10-29 18:00:00+00:00,2025-10-29 18:30:00+00:00,SHORT,26498.545558918308,26414.55371422045,83.99,166.56,1.42,7
2025-10-29 18:30:00+00:00,2025-10-29 18:45:00+00:00,LONG,26414.55371422045,26479.54024849176,64.99,128.55,1.42,7
2025-10-29 18:45:00+00:00,2025-10-29 19:00:00+00:00,SHORT,26479.54024849176,26469.861373372878,9.68,17.94,1.42,7
2025-10-29 19:00:00+00:00,2025-10-29 22:00:00+00:00,LONG,26469.861373372878,26489.92940869001,20.07,38.72,1.42,7
2025-10-29 22:00:00+00:00,2025-10-29 22:30:00+00:00,SHORT,26489.92940869001,26477.01586397436,12.91,24.41,1.42,7
2025-10-29 22:30:00+00:00,2025-10-29 23:30:00+00:00,LONG,26477.01586397436,26487.807817701232,10.79,20.16,1.42,7
2025-10-29 23:30:00+00:00,2025-10-30 00:15:00+00:00,SHORT,26487.807817701232,26529.617648003605,-41.81,-85.04,1.42,7
2025-10-30 00:15:00+00:00,2025-10-30 04:15:00+00:00,LONG,26529.617648003605,26482.848846958506,-46.77,-94.96,1.42,7
2025-10-30 04:15:00+00:00,2025-10-30 05:15:00+00:00,SHORT,26482.848846958506,26539.152588936584,-56.3,-114.03,1.42,7
2025-10-30 05:15:00+00:00,2025-10-30 06:00:00+00:00,LONG,26539.152588936584,26531.584997939128,-7.57,-16.56,1.42,7
2025-10-30 06:00:00+00:00,2025-10-30 07:15:00+00:00,SHORT,26531.584997939128,26534.320930906175,-2.74,-6.89,1.42,7
2025-10-30 07:15:00+00:00,2025-10-30 07:30:00+00:00,LONG,26534.320930906175,26540.86814288157,6.55,11.67,1.42,7
2025-10-30 07:30:00+00:00,2025-10-30 07:45:00+00:00,SHORT,26540.86814288157,26537.48198369098,3.39,5.35,1.42,7
2025-10-30 07:45:00+00:00,2025-10-30 08:00:00+00:00,LONG,26537.48198369098,26534.909508817058,-2.57,-6.56,1.42,7
2025-10-30 08:00:00+00:00,2025-10-30 08:45:00+00:00,SHORT,26534.909508817058,26521.824399953006,13.09,24.75,1.42,7
2025-10-30 08:45:00+00:00,2025-10-30 09:45:00+00:00,LONG,26521.824399953006,26498.38198967157,-23.44,-48.3,1.42,7
2025-10-30 09:45:00+00:00,2025-10-30 11:15:00+00:00,SHORT,26498.38198967157,26494.701990619407,3.68,5.94,1.42,7
2025-10-30 11:15:00+00:00,2025-10-30 11:45:00+00:00,LONG,26494.701990619407,26482.227613315783,-12.47,-26.37,1.42,7
2025-10-30 11:45:00+00:00,2025-10-30 13:30:00+00:00,SHORT,26482.227613315783,26288.18664206939,194.04,386.66,1.42,7
2025-10-30 13:30:00+00:00,2025-10-30 13:45:00+00:00,LONG,26288.18664206939,26362.9213642813,74.73,148.05,1.42,7
2025-10-30 13:45:00+00:00,2025-10-30 16:15:00+00:00,SHORT,26362.9213642813,26314.705478779477,48.22,95.01,1.42,7
2025-10-30 16:15:00+00:00,2025-10-30 16:30:00+00:00,LONG,26314.705478779477,26318.925463352683,4.22,7.02,1.42,7
2025-10-30 16:30:00+00:00,2025-10-30 17:30:00+00:00,SHORT,26318.925463352683,26313.942954189755,4.98,8.55,1.42,7
2025-10-30 17:30:00+00:00,2025-10-30 17:45:00+00:00,LONG,26313.942954189755,26303.397154789534,-10.55,-22.51,1.42,7
2025-10-30 17:45:00+00:00,2025-10-30 18:00:00+00:00,SHORT,26303.397154789534,26292.73067185712,10.67,19.91,1.42,7
2025-10-30 18:00:00+00:00,2025-10-30 18:15:00+00:00,LONG,26292.73067185712,26279.58034011689,-13.15,-27.72,1.42,7
2025-10-30 18:15:00+00:00,2025-10-30 20:15:00+00:00,SHORT,26279.58034011689,26328.292254895463,-48.71,-98.84,1.42,7
2025-10-30 20:15:00+00:00,2025-10-30 23:30:00+00:00,LONG,26328.292254895463,26407.045774852064,78.75,156.09,1.42,7
2025-10-30 23:30:00+00:00,2025-10-31 00:00:00+00:00,SHORT,26407.045774852064,26427.918858581554,-20.87,-43.17,1.42,7
2025-10-31 00:00:00+00:00,2025-10-31 01:30:00+00:00,LONG,26427.918858581554,26443.26944075816,15.35,29.28,1.42,7
2025-10-31 01:30:00+00:00,2025-10-31 02:30:00+00:00,SHORT,26443.26944075816,26448.30541181232,-5.04,-11.49,1.42,7
2025-10-31 02:30:00+00:00,2025-10-31 03:00:00+00:00,LONG,26448.30541181232,26445.238331530705,-3.07,-7.55,1.42,7
2025-10-31 03:00:00+00:00,2025-10-31 03:30:00+00:00,SHORT,26445.238331530705,26442.455308190223,2.78,4.15,1.42,7
2025-10-31 03:30:00+00:00,2025-10-31 04:00:00+00:00,LONG,26442.455308190223,26440.460047693618,-2.0,-5.41,1.42,7
2025-10-31 04:00:00+00:00,2025-10-31 06:30:00+00:00,SHORT,26440.460047693618,26436.75301935458,3.71,5.99,1.42,7
2025-10-31 06:30:00+00:00,2025-10-31 07:00:00+00:00,LONG,26436.75301935458,26440.072547401014,3.32,5.22,1.42,7
2025-10-31 07:00:00+00:00,2025-10-31 07:45:00+00:00,SHORT,26440.072547401014,26449.25866991737,-9.19,-19.79,1.42,7
2025-10-31 07:45:00+00:00,2025-10-31 09:30:00+00:00,LONG,26449.25866991737,26460.33166664796,11.07,20.73,1.42,7
2025-10-31 09:30:00+00:00,2025-10-31 10:30:00+00:00,SHORT,26460.33166664796,26452.11592728086,8.22,15.01,1.42,7
2025-10-31 10:30:00+00:00,2025-10-31 13:00:00+00:00,LONG,26452.11592728086,26455.878265838954,3.76,6.1,1.42,7
2025-10-31 13:00:00+00:00,2025-10-31 14:45:00+00:00,SHORT,26455.878265838954,26397.19952178742,58.68,115.94,1.42,7
2025-10-31 14:45:00+00:00,2025-10-31 15:00:00+00:00,LONG,26397.19952178742,26391.31450032206,-5.89,-13.19,1.42,7
2025-10-31 15:00:00+00:00,2025-10-31 18:15:00+00:00,SHORT,26391.31450032206,26271.876194766708,119.44,237.46,1.42,7
2025-10-31 18:15:00+00:00,2025-10-31 18:30:00+00:00,LONG,26271.876194766708,26281.483038546692,9.61,17.79,1.42,7
2025-10-31 18:30:00+00:00,2025-10-31 19:15:00+00:00,SHORT,26281.483038546692,26326.37608523467,-44.89,-91.21,1.42,7
2025-10-31 19:15:00+00:00,2025-10-31 20:00:00+00:00,LONG,26326.37608523467,26299.28783185712,-27.09,-55.6,1.42,7
2025-10-31 20:00:00+00:00,2025-10-31 20:45:00+00:00,SHORT,26299.28783185712,26291.595658121965,7.69,13.96,1.42,7
2025-10-31 20:45:00+00:00,2025-11-02 23:15:00+00:00,LONG,26291.595658121965,26325.4667182044,33.87,66.32,1.42,7
2025-11-02 23:15:00+00:00,2025-11-02 23:30:00+00:00,SHORT,26325.4667182044,26338.611795480127,-13.15,-27.71,1.42,7
2025-11-02 23:30:00+00:00,2025-11-03 01:30:00+00:00,LONG,26338.611795480127,26360.148191974225,21.54,41.65,1.42,7
2025-11-03 01:30:00+00:00,2025-11-03 02:30:00+00:00,SHORT,26360.148191974225,26336.09025989638,24.06,46.7,1.42,7
2025-11-03 02:30:00+00:00,2025-11-03 03:00:00+00:00,LONG,26336.09025989638,26334.869692502867,-1.22,-3.86,1.42,7
2025-11-03 03:00:00+00:00,2025-11-03 03:30:00+00:00,SHORT,26334.869692502867,26339.197226939767,-4.33,-10.08,1.42,7
2025-11-03 03:30:00+00:00,2025-11-03 04:30:00+00:00,LONG,26339.197226939767,26344.18125917658,4.98,8.55,1.42,7
2025-11-03 04:30:00+00:00,2025-11-03 08:15:00+00:00,SHORT,26344.18125917658,26311.500310805794,32.68,63.94,1.42,7
2025-11-03 08:15:00+00:00,2025-11-03 10:30:00+00:00,LONG,26311.500310805794,26393.713213173647,82.21,163.01,1.42,7
2025-11-03 10:30:00+00:00,2025-11-03 10:45:00+00:00,SHORT,26393.713213173647,26402.821316604644,-9.11,-19.64,1.42,7
2025-11-03 10:45:00+00:00,2025-11-03 12:00:00+00:00,LONG,26402.821316604644,26414.643349648362,11.82,22.22,1.42,7
2025-11-03 12:00:00+00:00,2025-11-03 13:15:00+00:00,SHORT,26414.643349648362,26411.169298213896,3.47,5.53,1.42,7
2025-11-03 13:15:00+00:00,2025-11-03 13:45:00+00:00,LONG,26411.169298213896,26412.432553672217,1.26,1.11,1.42,7
2025-11-03 13:45:00+00:00,2025-11-03 16:00:00+00:00,SHORT,26412.432553672217,26361.30238413504,51.13,100.84,1.42,7
2025-11-03 16:00:00+00:00,2025-11-03 16:15:00+00:00,LONG,26361.30238413504,26367.99984535105,6.7,11.97,1.42,7
2025-11-03 16:15:00+00:00,2025-11-03 16:30:00+00:00,SHORT,26367.99984535105,26375.736747889085,-7.74,-16.89,1.42,7
2025-11-03 16:30:00+00:00,2025-11-03 17:00:00+00:00,LONG,26375.736747889085,26381.262416261183,5.53,9.63,1.42,7
2025-11-03 17:00:00+00:00,2025-11-03 18:30:00+00:00,SHORT,26381.262416261183,26400.59634239674,-19.33,-40.09,1.42,7
2025-11-03 18:30:00+00:00,2025-11-03 19:00:00+00:00,LONG,26400.59634239674,26383.355098249816,-17.24,-35.9,1.42,7
2025-11-03 19:00:00+00:00,2025-11-03 19:15:00+00:00,SHORT,26383.355098249816,26367.862470263564,15.49,29.57,1.42,7
2025-11-03 19:15:00+00:00,2025-11-03 19:30:00+00:00,LONG,26367.862470263564,26359.372111617344,-8.49,-18.4,1.42,7
2025-11-03 19:30:00+00:00,2025-11-04 01:30:00+00:00,SHORT,26359.372111617344,26277.010989408645,82.36,163.3,1.42,7
2025-11-04 01:30:00+00:00,2025-11-04 01:45:00+00:00,LONG,26277.010989408645,26267.470010876597,-9.54,-20.5,1.42,7
2025-11-04 01:45:00+00:00,2025-11-04 03:30:00+00:00,SHORT,26267.470010876597,26214.649357350394,52.82,104.22,1.42,7
2025-11-04 03:30:00+00:00,2025-11-04 03:45:00+00:00,LONG,26214.649357350394,26204.94681538921,-9.7,-20.83,1.42,7
2025-11-04 03:45:00+00:00,2025-11-04 07:00:00+00:00,SHORT,26204.94681538921,26037.769725243692,167.18,332.93,1.42,7
2025-11-04 07:00:00+00:00,2025-11-04 07:15:00+00:00,LONG,26037.769725243692,26037.288513496947,-0.48,-2.38,1.42,7
2025-11-04 07:15:00+00:00,2025-11-04 10:30:00+00:00,SHORT,26037.288513496947,26011.19382364862,26.09,50.77,1.42,7
2025-11-04 10:30:00+00:00,2025-11-04 11:00:00+00:00,LONG,26011.19382364862,26012.322006706214,1.13,0.84,1.42,7
2025-11-04 11:00:00+00:00,2025-11-04 11:15:00+00:00,SHORT,26012.322006706214,26021.3390541431,-9.02,-19.45,1.42,7
2025-11-04 11:15:00+00:00,2025-11-04 12:15:00+00:00,LONG,26021.3390541431,26018.254684059415,-3.08,-7.59,1.42,7
2025-11-04 12:15:00+00:00,2025-11-04 13:00:00+00:00,SHORT,26018.254684059415,26001.929996365776,16.32,31.23,1.42,7
2025-11-04 13:00:00+00:00,2025-11-04 14:00:00+00:00,LONG,26001.929996365776,25998.25926541386,-3.67,-8.76,1.42,7
2025-11-04 14:00:00+00:00,2025-11-04 14:15:00+00:00,SHORT,25998.25926541386,26008.840211070954,-10.58,-22.58,1.42,7
2025-11-04 14:15:00+00:00,2025-11-04 16:00:00+00:00,LONG,26008.840211070954,26034.448183432505,25.61,49.8,1.42,7
2025-11-04 16:00:00+00:00,2025-11-05 02:45:00+00:00,SHORT,26034.448183432505,25658.097851587976,376.35,751.28,1.42,7
2025-11-05 02:45:00+00:00,2025-11-05 07:00:00+00:00,LONG,25658.097851587976,25780.929309240753,122.83,244.24,1.42,7
2025-11-05 07:00:00+00:00,2025-11-05 07:45:00+00:00,SHORT,25780.929309240753,25779.815071423385,1.11,0.81,1.42,7
2025-11-05 07:45:00+00:00,2025-11-05 10:00:00+00:00,LONG,25779.815071423385,25761.187747307737,-18.63,-38.67,1.42,7
2025-11-05 10:00:00+00:00,2025-11-05 11:45:00+00:00,SHORT,25761.187747307737,25748.39557185395,12.79,24.16,1.42,7
2025-11-05 11:45:00+00:00,2025-11-05 14:45:00+00:00,LONG,25748.39557185395,25925.79735919533,177.4,353.38,1.42,7
2025-11-05 14:45:00+00:00,2025-11-05 15:00:00+00:00,SHORT,25925.79735919533,25907.917615655264,17.88,34.34,1.42,7
2025-11-05 15:00:00+00:00,2025-11-05 15:15:00+00:00,LONG,25907.917615655264,25942.20834886022,34.29,67.16,1.42,7
2025-11-05 15:15:00+00:00,2025-11-05 15:30:00+00:00,SHORT,25942.20834886022,25955.11185512451,-12.9,-27.23,1.42,7
2025-11-05 15:30:00+00:00,2025-11-05 19:30:00+00:00,LONG,25955.11185512451,26102.41637197333,147.3,293.19,1.42,7
2025-11-05 19:30:00+00:00,2025-11-05 20:15:00+00:00,SHORT,26102.41637197333,26071.52959428785,30.89,60.35,1.42,7
2025-11-05 20:15:00+00:00,2025-11-05 21:00:00+00:00,LONG,26071.52959428785,26006.895054061293,-64.63,-130.69,1.42,8
2025-11-05 21:00:00+00:00,2025-11-05 23:45:00+00:00,SHORT,26006.895054061293,25991.549998989805,15.35,29.27,1.42,8
2025-11-05 23:45:00+00:00,2025-11-06 00:00:00+00:00,LONG,25991.549998989805,26004.258317880503,12.71,24.0,1.42,8
2025-11-06 00:00:00+00:00,2025-11-06 00:15:00+00:00,SHORT,26004.258317880503,25967.52632565516,36.73,72.04,1.42,8
2025-11-06 00:15:00+00:00,2025-11-06 00:30:00+00:00,LONG,25967.52632565516,25991.575182996887,24.05,46.68,1.42,8
2025-11-06 00:30:00+00:00,2025-11-06 00:45:00+00:00,SHORT,25991.575182996887,25983.809617386712,7.77,14.11,1.42,8
2025-11-06 00:45:00+00:00,2025-11-06 01:00:00+00:00,LONG,25983.809617386712,25980.996436046455,-2.81,-7.05,1.42,8
2025-11-06 01:00:00+00:00,2025-11-06 01:15:00+00:00,SHORT,25980.996436046455,25978.818762987637,2.18,2.94,1.42,8
2025-11-06 01:15:00+00:00,2025-11-06 05:00:00+00:00,LONG,25978.818762987637,25981.560380477724,2.74,4.06,1.42,8
2025-11-06 05:00:00+00:00,2025-11-06 05:30:00+00:00,SHORT,25981.560380477724,25971.46190924026,10.1,18.78,1.42,8
2025-11-06 05:30:00+00:00,2025-11-06 06:15:00+00:00,LONG,25971.46190924026,25948.738060960954,-22.72,-46.87,1.42,8
2025-11-06 06:15:00+00:00,2025-11-06 09:00:00+00:00,SHORT,25948.738060960954,25960.98242917154,-12.24,-25.91,1.42,8
2025-11-06 09:00:00+00:00,2025-11-06 12:00:00+00:00,LONG,25960.98242917154,26022.652183847033,61.67,121.92,1.42,8
2025-11-06 12:00:00+00:00,2025-11-06 12:45:00+00:00,SHORT,26022.652183847033,26032.7281053831,-10.08,-21.57,1.42,8
2025-11-06 12:45:00+00:00,2025-11-06 13:30:00+00:00,LONG,26032.7281053831,26016.658248063104,-16.07,-33.56,1.42,8
2025-11-06 13:30:00+00:00,2025-11-06 17:30:00+00:00,SHORT,26016.658248063104,25548.53862519786,468.12,934.82,1.42,8
2025-11-06 17:30:00+00:00,2025-11-06 17:45:00+00:00,LONG,25548.53862519786,25577.875065878925,29.34,57.25,1.42,8
2025-11-06 17:45:00+00:00,2025-11-06 18:00:00+00:00,SHORT,25577.875065878925,25582.37635855998,-4.5,-10.42,1.42,8
2025-11-06 18:00:00+00:00,2025-11-06 18:30:00+00:00,LONG,25582.37635855998,25629.802929299167,47.43,93.43,1.42,8
2025-11-06 18:30:00+00:00,2025-11-06 19:45:00+00:00,SHORT,25629.802929299167,25634.266135749935,-4.46,-10.35,1.42,8
2025-11-06 19:45:00+00:00,2025-11-06 20:00:00+00:00,LONG,25634.266135749935,25629.686111205716,-4.58,-10.58,1.42,8
2025-11-06 20:00:00+00:00,2025-11-06 20:45:00+00:00,SHORT,25629.686111205716,25548.424655984403,81.26,161.1,1.42,8
2025-11-06 20:45:00+00:00,2025-11-06 21:00:00+00:00,LONG,25548.424655984403,25543.428602637323,-5.0,-11.41,1.42,8
2025-11-06 21:00:00+00:00,2025-11-06 21:45:00+00:00,SHORT,25543.428602637323,25558.857578422383,-15.43,-32.28,1.42,8
2025-11-06 21:45:00+00:00,2025-11-07 01:00:00+00:00,LONG,25558.857578422383,25558.728594938846,-0.13,-1.68,1.42,8
2025-11-07 01:00:00+00:00,2025-11-07 01:15:00+00:00,SHORT,25558.728594938846,25551.845924593705,6.88,12.35,1.42,8
2025-11-07 01:15:00+00:00,2025-11-07 02:45:00+00:00,LONG,25551.845924593705,25508.960585776047,-42.89,-87.19,1.42,8
2025-11-07 02:45:00+00:00,2025-11-07 04:15:00+00:00,SHORT,25508.960585776047,25515.15816411656,-6.2,-13.82,1.42,8
2025-11-07 04:15:00+00:00,2025-11-07 05:00:00+00:00,LONG,25515.15816411656,25539.28317696834,24.13,46.83,1.42,8
2025-11-07 05:00:00+00:00,2025-11-07 05:15:00+00:00,SHORT,25539.28317696834,25550.17291305369,-10.89,-23.2,1.42,8
2025-11-07 05:15:00+00:00,2025-11-07 08:15:00+00:00,LONG,25550.17291305369,25585.15549036134,34.98,68.55,1.42,8
2025-11-07 08:15:00+00:00,2025-11-07 09:00:00+00:00,SHORT,25585.15549036134,25564.41651502862,20.74,40.06,1.42,8
2025-11-07 09:00:00+00:00,2025-11-07 09:15:00+00:00,LONG,25564.41651502862,25552.802965962986,-11.61,-24.65,1.42,8
2025-11-07 09:15:00+00:00,2025-11-07 17:15:00+00:00,SHORT,25552.802965962986,25078.258910547585,474.54,947.67,1.42,8
2025-11-07 17:15:00+00:00,2025-11-10 04:00:00+00:00,LONG,25078.258910547585,25720.523283212362,642.26,1283.11,1.42,8
2025-11-10 04:00:00+00:00,2025-11-10 05:00:00+00:00,SHORT,25720.523283212362,25731.982022592034,-11.46,-24.34,1.42,8
2025-11-10 05:00:00+00:00,2025-11-10 05:15:00+00:00,LONG,25731.982022592034,25736.802352082643,4.82,8.22,1.42,8
2025-11-10 05:15:00+00:00,2025-11-10 06:00:00+00:00,SHORT,25736.802352082643,25751.52713367394,-14.72,-30.87,1.42,8
2025-11-10 06:00:00+00:00,2025-11-10 07:15:00+00:00,LONG,25751.52713367394,25754.219204026664,2.69,3.96,1.42,8
2025-11-10 07:15:00+00:00,2025-11-10 10:15:00+00:00,SHORT,25754.219204026664,25789.475884400817,-35.26,-71.93,1.42,8
2025-11-10 10:15:00+00:00,2025-11-10 10:30:00+00:00,LONG,25789.475884400817,25790.699692654973,1.22,1.03,1.42,8
2025-11-10 10:30:00+00:00,2025-11-10 11:45:00+00:00,SHORT,25790.699692654973,25794.254942394324,-3.56,-8.53,1.42,8
2025-11-10 11:45:00+00:00,2025-11-10 12:00:00+00:00,LONG,25794.254942394324,25798.625928099154,4.37,7.32,1.42,8
2025-11-10 12:00:00+00:00,2025-11-10 13:00:00+00:00,SHORT,25798.625928099154,25810.340431023666,-11.71,-24.85,1.42,8
2025-11-10 13:00:00+00:00,2025-11-10 16:00:00+00:00,LONG,25810.340431023666,25800.93204974789,-9.41,-20.24,1.42,8
2025-11-10 16:00:00+00:00,2025-11-10 18:00:00+00:00,SHORT,25800.93204974789,25884.5727737988,-83.64,-168.7,1.42,8
2025-11-10 18:00:00+00:00,2025-11-10 21:30:00+00:00,LONG,25884.5727737988,25986.829464480947,102.26,203.09,1.42,8
2025-11-10 21:30:00+00:00,2025-11-11 00:15:00+00:00,SHORT,25986.829464480947,25991.10013806537,-4.27,-9.96,1.42,8
2025-11-11 00:15:00+00:00,2025-11-11 00:45:00+00:00,LONG,25991.10013806537,25995.23240963743,4.13,6.84,1.42,8
2025-11-11 00:45:00+00:00,2025-11-11 01:00:00+00:00,SHORT,25995.23240963743,25998.33786580924,-3.11,-7.63,1.42,8
